"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-05","1.3","0.0","0.0","0.0",,"8.9","2.2","  170","  170","4.0","6.7",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-06","2.3","26.7","0.0","0.0",,"14.4","5.6","  140","  140","6.7","10.3","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-07","1.5","6.6","0.0","0.0",,"15.0","12.2","  160","  170","6.3","12.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-08","2.1","0.0","0.0","0.0",,"12.8","5.6","   20","  290","5.4","8.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-09","3.0","0.0","0.0","0.0",,"7.2","2.2","  360","   40","6.3","9.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-10","3.2","0.0","0.0","0.0",,"3.9","0.0","   50","   80","6.7","9.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-11","3.6","8.1","0.0","0.0",,"4.4","0.6","   50","   50","6.7","9.8","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-12","2.6","0.3","0.0","0.0",,"3.3","-2.1","   30","  350","6.3","8.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-13","1.8","0.0","0.0","0.0",,"4.4","-3.8","  290","  360","4.0","7.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-14","3.3","0.0","0.0","0.0",,"3.9","-0.5","   30","   30","8.1","12.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-15","3.8","13.0","0.0","0.0",,"5.6","0.6","   70","   90","8.1","13.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-16","5.0","21.6","0.0","0.0",,"6.7","3.3","   60","   60","10.3","15.7","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-17","3.6","0.0","0.0","0.0",,"6.7","2.2","  280","  270","6.7","10.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-18","3.4","0.0","0.0","0.0",,"4.4","0.0","  300","  280","6.3","9.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-19","3.4","0.0","0.0","0.0",,"3.9","-0.5","  310","  310","8.1","11.6",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-20","2.5","0.0","0.0","0.0",,"3.9","-1.0","  300","  290","6.3","9.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-21","0.7","0.0","0.0","0.0",,"4.4","-2.7","  350","  320","3.6","4.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-22","3.8","5.8","0.0","0.0",,"8.3","1.7","   60","   70","8.9","16.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-23","4.5","46.5","0.0","0.0",,"14.4","-13.2","  240","  240","13.0","20.1","    1","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-24","5.1","0.0","0.0","0.0",,"-9.3","-13.8","  240","  240","9.4","14.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-25","3.8","0.0","0.0","0.0",,"-2.1","-9.9","  240","  240","9.4","13.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-26","3.2","0.0","0.0","0.0",,"-1.6","-7.7","  280","  270","5.8","8.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-27","2.5","0.0","0.0","0.0",,"1.7","-1.6","  240","  220","5.4","7.6",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-28","2.3","0.0","0.0","0.0",,"8.3","0.6","  220","  210","7.2","11.6",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-29","2.7","0.0","0.0","0.0",,"10.6","4.4","  240","  220","6.3","9.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-30","1.3","0.0","0.0","0.0",,"16.7","7.8","  210","  220","4.0","7.2",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-31","0.8","7.1","0.0","0.0",,"12.8","10.0","  230","  240","4.5","7.2","    1",,,,,"    1"
